sentence,fuel,machine,others,part,price,service
" suspensi radi atos|sora , saha dereng wonten telescopic wonten setir , mugi-mugi wonten ebah      wonten terios dhateng ajengipun   , matur nuwun  . ",neutral,neutral,neutral,negative,neutral,neutral
 menawi ingkang kula   raosaken sih performa avanza 1.5 miyos lincah lan miyos irit ,positive,positive,neutral,neutral,neutral,neutral
 avanza sih reginipun   mirah nan ramah ,neutral,neutral,neutral,neutral,positive,neutral
 honda vario kula  mirah perawatan rutin lan tansah termonitor menawi wonten kekirangan setunggal lan sanesipun   keparing terdeteksi kaliyan enggal lan malah  kathah papan  servis ingkang kesebar  ndadosaken gampil lebeting pemeliharaanipun   . ,neutral,neutral,neutral,neutral,neutral,positive
 empun wolung sasi  enggal dados dangu leres ,neutral,neutral,neutral,neutral,neutral,negative
 radi kawisen   nggih kagem sekelas brio ,neutral,neutral,neutral,neutral,negative,neutral
 konsumsi bahan besmi avanza cekap irit ,positive,neutral,neutral,neutral,neutral,neutral
" xenia li kula , warsa 2006 akhir empun vvti ungel mesinipun   kasar menawi posisi mendel . kados diesel ngoten . ",neutral,negative,neutral,neutral,neutral,neutral
" saking sadayaning merek mobil ingkang nate   kula agem , terios enggal menika lumayan boros . ",negative,neutral,neutral,neutral,neutral,neutral
" mini cooper , mobil stylish ingkang nyaketi   sempurna ",neutral,neutral,positive,neutral,neutral,neutral
 ngagungani mesin dual vvti lan sistem penggerak roda wingking ndamel  daihatsu great new xenia kagungan keunggulan lebet efisiensi lan kegampilan perawatanipun   . ,positive,neutral,neutral,neutral,neutral,positive
 kula   sampun test drive lan ngraosaken tarikan ingkang cekap mantep wonten mobil wuling menika . ,neutral,positive,neutral,neutral,neutral,neutral
 mesin wuling confero menika mboten berisik ,neutral,negative,neutral,neutral,neutral,neutral
" fortuner menawi dipunpriksa reginipun   estu   menjulang inggil . nanging wonten wingking regi  menika , kwalitet ingkang dipunparingaken ugi  sae   . ",neutral,neutral,positive,neutral,negative,neutral
 ampun deh kagungan xenia arta telas naming damel konsumsi bensin ,negative,neutral,neutral,neutral,neutral,neutral
 wah kadosipun   si wuling formo menika kirang meyakinkan damel titihan tosan dintenan. ,neutral,neutral,negative,neutral,neutral,neutral
" toyota rush kula , konsumsi bahan bakaripun   cekap irit . ",positive,neutral,neutral,neutral,neutral,neutral
" reginipun   keetang   mirah kaliyan fitur lan desain ingkang cekap keren , suzuki baleno 2017 ",neutral,neutral,neutral,positive,positive,neutral
" nggih leres mas/jeng , kelemahan mobilio naming 1 , wonten mesinipun   menawi kecepatan wonten inggil 100 kph , estu   berisik sanget sih . ",neutral,negative,neutral,neutral,neutral,neutral
" hmm pelayananipun   not recommended lah , taksih miyos sae   bengkel non-resmi ( @ astra international daihatsu ( pondok cabe )) ",neutral,neutral,neutral,neutral,neutral,negative
" wah , juragan xenia li 2004 kula rumiyin 5 warsa dereng gantos ban . taksih kandhel sedaya ",neutral,neutral,neutral,positive,neutral,neutral
" ebah      minor nggih limrah mboten minggah regi  , mboten minggah regi  mawon penjualan minim menapa malih minggah regi  . pabrikan jepang sami2 mawon pelitipun   .... ",neutral,neutral,neutral,neutral,negative,neutral
 kula miyos milih honda amargi minim perawatan lan suku    cadang ingkang awet lan mirah ,neutral,neutral,neutral,positive,neutral,positive
 livina wonten papan  kula bensinipun   asli boros sanget menawi soal ngelitik estu   nggih ,negative,negative,neutral,neutral,neutral,neutral
 kula pilih xi+ amargi kasunyatanipun iritipun   mboten benten tebih . ,positive,neutral,neutral,neutral,neutral,neutral
 wuling formo 1.2 standard ingkang ramah kagem penumpang. ,neutral,neutral,positive,neutral,neutral,neutral
 xenia kaliyan cepengan pintunipun  ingkang dipunposisikaken tengah midherek kula piyambak kirang remen sih ,neutral,neutral,neutral,negative,neutral,neutral
 menawi rush kathah jeroanipun   dados awrat nanging stabil . ,neutral,positive,neutral,negative,neutral,neutral
" veloz keluaran toyota kasunyatanipun eca  dipake , nyaman , pesen saking dealer ugi  mboten dangu indenipun   , thanks toyota :d ",neutral,neutral,positive,neutral,neutral,positive
 @auto2000id nuwun sewu kenging menapa nggih mobil nggih sasampunipun wonten servis wonten dealer toyota samenika mobilipun   dados sekel wonten starter ? lan asring seda seda ,neutral,neutral,neutral,neutral,neutral,negative
 mobil xenia mantep irit ugi  . kagem perawatanipun   mesinipun   lumayan mirah . ,positive,neutral,positive,neutral,neutral,positive
" sasampunipun mundhut toyota calya , kula ngraosaken kathah malih kalangkunganipun. ",neutral,neutral,positive,neutral,neutral,neutral
" saking segi regi  sanget-sanget awis  , ngemut-emut regi  sparepart mitsubishi xpander selangit . ",neutral,neutral,neutral,neutral,negative,neutral
 ingkang paling cocok kagem putri karir estu   calya saking segi desain amargi mungil nanging tetep terlihar stylish ,neutral,neutral,neutral,positive,neutral,neutral
" eca  ugi  bengkel toyota wonten margonda menika . sedaya petugas ramah lan helpful , layanan enggal , lan keparing kopi gratis . ",neutral,neutral,neutral,neutral,neutral,positive
" saderengipun pasa     2014 , kula gantos accu wonten bengkel honda jakarta center , jayakarta . dereng sawarsa , sampun soak . payah ",neutral,neutral,neutral,neutral,neutral,negative
 regi  unit mobil gl kawisen   ,neutral,neutral,neutral,neutral,negative,neutral
" agem rush trd eca  sanget saking bangku    , samparan samparan eca  lan kula asta plajeng kaliyan kecepatan meh    140 km / tabuh mboten limbung lan masalah bensin irit sanget lan ac asrep  ",neutral,positive,neutral,positive,positive,neutral
 agem altis v mboten boros-boros sanget sih ,positive,neutral,neutral,neutral,neutral,neutral
" menapa malih menawi perjalanan tebih , kaliyan bensin ingkang irit sanget kagem kula kados menika performa ingkang stabil , avanza inggih menika mobil idaman kagem kula saha keluwargi ageng kula . ",positive,positive,neutral,neutral,neutral,neutral
" ingkang kula mboten remen , menawi kula pinarak wonten wingking , mustaka mentok kaliyan atap kaliyan inggil 183 cm . pinarak wonten posisi mengemudi , rikma kula kepareng plafon mobil dados kirang nyaman . ",neutral,neutral,neutral,negative,neutral,neutral
 kula pribadi miyos remen sami design jawi lebet cx3 ,neutral,neutral,neutral,positive,neutral,neutral
 bagusan fortuner daripada pajero sport ,neutral,neutral,negative,neutral,neutral,neutral
 satebih menika dereng ne panjenengan bengkel resmi mitsubishi ingkang pelayanipun   ' sae   ' ,neutral,neutral,neutral,neutral,neutral,positive
 toyota miyos inggil saking mitsubishi kaliyan worldwide kelebet  wonten indonesia ,neutral,neutral,negative,neutral,neutral,neutral
" toyota innova suspensinipun  mantep sanget , mboten nate   rewel mesinipun   amargi rutin diservis . ",neutral,positive,neutral,positive,neutral,neutral
" kula agem hrv ugi  lan empun 2 warsa , jujur mboten remen sih sami menika mobil . ",neutral,neutral,negative,neutral,neutral,neutral
 rush cocok kagem sedaya medan ,neutral,neutral,positive,neutral,neutral,neutral
" xenia li sampun wonten power window , tachometer , power steering ",neutral,neutral,neutral,positive,neutral,neutral
" mligi  xenia , wonten pengalaman warsa 2008 dipunagem dening tim proyek . sadangu 2 sasi  , jakarta -bandung saben  2 dinten via tol . mboten wonten keluhan sakedhik nggih . ",neutral,neutral,positive,neutral,neutral,neutral
 altis g mt dados titihan nyaman . ,neutral,neutral,positive,neutral,neutral,neutral
 sedayanipun kula remen kaliyan terios . ,neutral,neutral,positive,neutral,neutral,neutral
 pengalaman hrv 1.5 e cvt . mboten marem sanget ,neutral,neutral,negative,neutral,neutral,neutral
 mugi-mugi berkembang toyota supados gk ditinggalin customeripun   setunggal per setunggal ,neutral,neutral,negative,neutral,neutral,neutral
 xpander pokokipun   paling sae wonten kelasipun   . ,neutral,neutral,positive,neutral,neutral,neutral
 marem sanget coi kagungan xpander mah . ,neutral,neutral,positive,neutral,neutral,neutral
 xi 2005 hebat sanget niki mobil . kiyat agem premium ( 1:11 ) irit abis ,positive,neutral,positive,neutral,neutral,neutral
" sedayanipun kula remen xenia . mirah , desain lucu , amot kathah barang , ",neutral,neutral,positive,positive,positive,neutral
" cobi oh   dhateng honda autoland klapa  gading , benten leres . pelayanan , kwalitet ruang tengga lan sanes-sanes ingkang mboten sanget . ",neutral,neutral,neutral,neutral,neutral,negative
" rama kula ngertos karakter mesin , panjenenganipun matur karakter mesinipun   calya oke ",neutral,positive,neutral,neutral,neutral,neutral
 calya didesain keparing dipunagem kagem sadayaning kalangan yuswa ,neutral,neutral,neutral,positive,neutral,neutral
 jazz vtec dangu mawon miyos mirah ,neutral,neutral,neutral,neutral,positive,neutral
 avanza keparing bermanuver lincah mesinipun   ,neutral,positive,neutral,neutral,neutral,neutral
 avanza lincah sanget menawi damel plajeng sanadyan gayanipun  jadul abis hehe ,neutral,positive,neutral,negative,neutral,neutral
" kula keparing regi  naming 118 yuta juli 2015 . lumayan mirah sanget si wagon , awet , irit . ",positive,neutral,positive,neutral,positive,neutral
 kula badhe pilih all new grand livina . kantenan miyos nyaman . miyos mewah . miyos keren . mobilipun   putra timur malih . ,neutral,neutral,positive,neutral,neutral,neutral
 elektronik parking brake hrv sampun oke sanget . ,neutral,neutral,neutral,positive,neutral,neutral
" kados   menika lah raos mengendarai nissan gt -r r35 "" godzilla "" bertenaga 537 hp kaliyan torsi 612 nm ingkang estu    kenceng ",neutral,positive,neutral,neutral,neutral,neutral
 mobil sae   irit bahan besmi lan mirah nggih brio ,positive,neutral,positive,neutral,positive,neutral
 honda brio menika mobil ingkang lumayan keren sih estu   ,neutral,neutral,positive,neutral,neutral,neutral
 masalah nopol mawon dangu sanget mengurusipun   kecewa sami nissan ,neutral,neutral,neutral,neutral,neutral,negative
" motor beat paling nyaman , dipunagem kagem putri kados   kula , menapa malih dipunasta dhateng pundi-pundi irit sanget lan reginipun   terjangkau dipunbandingaken motor honda ingkang sanes . ",neutral,neutral,positive,neutral,positive,neutral
" hrv prestige akhir warsa 2017 bagasi wiyar , bbm irit saged 1:12 , jok kulit , dilah led eca  menawi dipunagem dalu  dinten . ",positive,neutral,neutral,positive,neutral,neutral
" kaliyan regi  naming 70 -80 yuta keparing mobil ingkang nyaman sanget , naming altis ingkang saged ",neutral,neutral,positive,neutral,positive,neutral
 remen sanget sami fitur paddle shift ipun    hrv e 2018 kados mobil balap menawi asta wonten tol suwanten mesinipun   . ,neutral,positive,neutral,positive,neutral,neutral
" xenia ingkang kula agem saking 2005 menika biaya perawatan ingkang andhap lan keandalan mesin ingkang inggil , ",neutral,positive,neutral,neutral,neutral,positive
 hrv nyaman utaminipun pas menyetir dalu  amargi lampunipun  padhang ( double led ) lan ingkang kantenan irit . ,positive,neutral,positive,positive,neutral,neutral
 regi  sade nmax nggih saingan  ,neutral,neutral,neutral,neutral,positive,neutral
" kaliyan sigra perjalanan miyos nyaman, budget bensin saged dipunalokasikaken kagem perlu     sanes. ",positive,neutral,positive,neutral,neutral,neutral
" menawi kagem kaliyan desain , interior lan fitur honda mumpuni okelah . ",neutral,neutral,neutral,positive,neutral,neutral
" dhateng bengkel menika damel ngebenerin motor sanes malah damel motor dados risak , payah niki dealer honda cidodol , masa motor gua leres dados risak .",neutral,neutral,neutral,neutral,neutral,negative
kawisen   nggih agya menawi kagem keluwargi kaliyan ekonomi pas-pasan ,neutral,neutral,neutral,neutral,negative,neutral
 menawi soal irit lan perawatan sih tetep prefer dhateng supra x helm in . ,positive,neutral,neutral,neutral,neutral,positive
" sigra niki ngancani {margi-margi, mlampah-mlampah} sareng  keluwargi. kula  bingah kaliyan mobil menika. ",neutral,neutral,positive,neutral,neutral,neutral
" mobil kula  daihatsu xenia kula  irit , cocok sanget damel keluwargi indonesia kaliyan kursi 7 tambah malih mesin handal ( 1.300 cc ) sanadyan sampun wiwit 2009 ",positive,positive,neutral,positive,neutral,neutral
 marem nalika kaping sapisan mundhut lan ngagem toyota calya menika ngantos samenika ,neutral,neutral,positive,neutral,neutral,neutral
 kerenan pajero lah ingkang kersa like nggih ,neutral,neutral,positive,neutral,neutral,neutral
 miyos ok pajero .... miyos jantan ,neutral,neutral,positive,neutral,neutral,neutral
" kula agem motor vario nyaman sanget , rem pakem sanget , suwanten mesin montor taksih lembat , padahal saben  sasi  dipundamel {margi, mlampah} jawining propinsi nanging taksih tetep nyaman . ",neutral,positive,positive,positive,neutral,neutral
 gumantung  badhe pakainipun  pinten dangu . menawi 2 -3 warsa kersa gantos mending brio bro amargi regi  honda tedhak mboten tebih-tebih sanget . ,neutral,neutral,neutral,neutral,positive,neutral
" nanging sadangu ingkang kula priksa menawi xenia avanza tubruk ( aben menda   ) , perangan kabin kepriksan taksih kokoh . ",neutral,neutral,neutral,positive,neutral,neutral
 rush lan terios tampilan mawon sae   nanging kwalitet mirahan . mendingan mundhut cortez nyaman dipunasta lan mirah . ,neutral,neutral,positive,positive,positive,neutral
" alesan kula pilih hrv amargi betah mobil ingkang jangkung , lega wonten kelasipun   , lan modelipun   bagus   . ",neutral,neutral,neutral,positive,neutral,neutral
" honda jazz full power sanget, body mantep, suspensi empuk lan nyaman. ",neutral,positive,neutral,positive,neutral,neutral
 asma toyota lan honda wonten indonesia melegenda ... sanadyan awis  tiyang badhe mundhut ... tembungipun spert partipun   mirah padahal kualitasipun   abal2 ... wonten ketok sakedhik langsung penyot bodyipun   lan dasboripun   ,neutral,neutral,neutral,negative,neutral,neutral
 xenia perawatan berkalanipun  mboten awis  . ,neutral,neutral,neutral,neutral,neutral,positive
 awon  sanget menika xenia li menesal kula mundhut ,neutral,neutral,negative,neutral,neutral,neutral
 jujur mawon tenaganipun  mobilio miyos ageng ingkang manual lan akselerasinipun  miyos enggal ,neutral,positive,neutral,neutral,neutral,neutral
" beat street saking bentukan keren sanget , eye catching , saking performa ugi  lumayan kagem motor seharganipun  , mesin senyap lan saestu      lembat . ",neutral,positive,neutral,positive,neutral,neutral
 brio kula kondisi mesin saged dipunetang taksih sempurna taksih saged 28 km / liter lan digas dhateng 120 kmh 140 kmh ugi  taksih enteng . ,neutral,positive,neutral,neutral,neutral,neutral
" suspensi pajero empuk , fortuner menika suspensinipun  atos|sora ",neutral,neutral,neutral,negative,neutral,neutral
 midherek kula mobil xpander menika nyaman sanget lan keren ,neutral,neutral,positive,neutral,neutral,neutral
 jangkep pisan  servis ingkang dipuntawikaken toyota sedayanipun wonten pokokipun   paket jangkep ,neutral,neutral,neutral,neutral,neutral,positive
 avanza nyengkuyung sanget profesi ingkang kula lampahi amargi avanza kagem kula volume ruang ingkang ageng . ,neutral,neutral,neutral,positive,neutral,neutral
 mobil mitsubishi samenika sampun gratis biaya servis lan sparepart sadangu 5 warsa . ,neutral,neutral,neutral,positive,neutral,positive
 rush 2018 g at cocok kagem kalangan yuswa lan timur . mboten wonten malih tandinganipun   . ,neutral,neutral,positive,neutral,neutral,neutral
 naming honda beat ingkang sampun kebukti  mantep lan dahsyat. ,neutral,neutral,positive,neutral,neutral,neutral
 regi  sade nggih saingan  . kagem wekdal menika nmax dados motor menika paling nyaman dipunagem nggih kagem dintenan utawi  tur . ,neutral,neutral,positive,neutral,positive,neutral
 waduh kece jahat deh menika bisa-bisa kepincut kula sami wuling cortez ,neutral,neutral,positive,neutral,neutral,neutral
" saking pengalaman piyambak agem mitsubishi , dilah kados kirang padhang menika amargi kaca film standar sanget-sanget peteng ingkang ngajeng . ",neutral,neutral,neutral,negative,neutral,neutral
" nate   kagungan grand livina xv warsa 2011 dipunagem dumugi 5 warsa , lan km ipun    mboten dumugi 50.000 . sumpah menika mobil nyaman sanget . ",neutral,neutral,positive,neutral,neutral,neutral
 cekap marem kaliyan toyota rush menika ,neutral,neutral,positive,neutral,neutral,neutral
" kula ugi  nembe mawon mundhut tipe deluxe ugi  , bensin lumayan irit koh mas/jeng . ",positive,neutral,neutral,neutral,neutral,neutral
 bengkel resmi yamaha nyade   suku    cadang kaliyan regi  ingkang tebih miyos awis . ,neutral,neutral,neutral,neutral,neutral,negative
 xeli tenaganipun  ugi  mboten nglingsemaken ,neutral,positive,neutral,neutral,neutral,neutral
 bengkel payah . mobil 3 sasi  mboten dikerjain ugi  . bengkel ingkang nguciwakaken ( @ honda prima bekasi ) ,neutral,neutral,neutral,neutral,neutral,negative
" xpander estu   oke , eca  mawon menanjak 6 tiyang lebeting mobil . ",neutral,neutral,positive,neutral,neutral,neutral
" all new avanza kagungan rasio waja miyos lembat . kabin miyos lega , damel baris 1 -2 . ",neutral,neutral,neutral,positive,neutral,neutral
" nmax wiyar sih . naming honda menawi soal servis taksih miyos aman , ",neutral,neutral,neutral,positive,neutral,positive
 taksih nyaman pajero amargi pajero miyos kathah peminatipun   daripada fortuner ,neutral,neutral,negative,neutral,neutral,neutral
" 4 warsa agem altis , irit bbm sanget menapa malih damel jawining kitha ",positive,neutral,neutral,neutral,neutral,neutral
 sampun 4 warsa miyos agem mobil honda menika . saestu      mantep ! patut  dados mobil sayuta umatipun   sedunia . mboten nate   ngalami   masalah babar pisan . ,neutral,neutral,positive,neutral,neutral,neutral
" kula naming kagungan sawarsa grand livina, naming dipunagem dhateng bali, tenaganipun  lemot sanget. ",neutral,positive,neutral,neutral,neutral,neutral
" nanging midherek kula honda taksih sanget-sanget pelit kagem ac ipun    , ",neutral,neutral,neutral,negative,neutral,neutral
 toyota avanza versi paling enggal nggih ngrawuhaken pedal gas ingkang miyos ringan kagem dipunpidak mila     panjenengan saged keparing tingkat kenyamanan miyos gampil . ,neutral,neutral,neutral,positive,neutral,neutral
 wah bengkel toyota pelayananipun   sae   sanget niki . menika sih ngentosi berjam-jam wonten bengkel ugi  mboten badhe bosen menawi sedayanipun disediain wonten ngriki :d ,neutral,neutral,neutral,neutral,neutral,positive
 jazz tarikanipun   tebih miyos lembat daripada brio ,neutral,negative,neutral,neutral,neutral,neutral
" toyota fortuner inggih menika kendaraan ingkang saestu      wonten inggil pangajeng-ajeng . sasampunipun pinten-pinten dangu ngagemipun , konsumsi bahan besmi kendaraan menika cekap sae  lan saged dipunandelaken . ",positive,neutral,positive,neutral,neutral,neutral
 jazz eca  . nanging awis  regi  lan perawatan ewah . ,neutral,neutral,positive,neutral,negative,negative
 kula mboten nyana     xpander saged sebagus menika . ,neutral,neutral,positive,neutral,neutral,neutral
 fortuner ripak  wonten wingking menawi pajero wiyar pinarakipun mboten mentok ,neutral,neutral,neutral,positive,neutral,neutral
" mesin 3sz -ve 1500 cc menika estu   miyos pas wonten salira avanza , bertenaga nanging efisien ",neutral,positive,neutral,neutral,neutral,neutral
 ane tetep megang mobilio daripada avanza .. mboten eca  sanget avanza .. raos berkendaranipun  enakan mobilio .. ,neutral,neutral,positive,neutral,neutral,neutral
 kula ugi  agem hrv om . impresinipun  luar biasa sanget lan eca  sanget dikendarai nggih lebet lan jawining kitha hrv paling sae ,neutral,neutral,positive,neutral,neutral,neutral
" kenging menapa kula remen kaliyan mobil avanza , amargi kejawi nyaman mobil menika mesinipun   ugi  keingah     lan wungu . dados menawi  kula lan panjenengan badhe  tindak dhateng jawining kitha utawi tindak tebih mesinipun   tetep awet . ",neutral,positive,positive,neutral,neutral,neutral
 toyota rush irit ,positive,neutral,neutral,neutral,neutral,neutral
 mending calya regi  stabil ,neutral,neutral,neutral,neutral,positive,neutral
 dados   jiwa petualang kula saestu mundhut brio amargi lincah menawi kagem plajeng ,neutral,positive,neutral,neutral,neutral,neutral
" wuling confero , mesin gardan oke lan mantep , mesin andal wonten kelasipun   , ",neutral,positive,neutral,neutral,neutral,neutral
 @hondajazz_id pelayanan bengkel honda pluit awon  ,neutral,neutral,neutral,neutral,neutral,negative
" grand livina naming menang wonten interior, mesin tetep kawon. ",neutral,negative,neutral,positive,neutral,neutral
" nanging mazda kadhang awis  , regi  purnajual mboten sapinten ",neutral,neutral,neutral,neutral,negative,neutral
 layanan purnajual toyota dipun-biji paling maremaken ,neutral,neutral,neutral,neutral,neutral,positive
 kula kagungan selis sampun 4 warsa. taksih awet. batre sami kontroleripun   mboten nate   masalah. ,neutral,neutral,positive,positive,neutral,neutral
 avanza bahan bakaripun   boros sanget ,negative,neutral,neutral,neutral,neutral,neutral
" malih nggalih , mobil mirah lan perawatan gampil kan avanza , nanging koh mboten wonten perusahaan taksi ingkang agem nggih ? kan eca  penumpangipun   saged 6 tiyang . ",neutral,neutral,neutral,neutral,positive,positive
" mboten sedaya bengkel ahass honda servisipun   keren , motor kula servis dicsitu malah sami mawon kados mboten diservis ! empun awis  ! payah malih ! ",neutral,neutral,neutral,neutral,neutral,negative
 avanza mobil ingkang cocok inggih menika ingkang irit ,positive,neutral,neutral,neutral,neutral,neutral
 alhamdulillah kula mboten lepat pilih milih   kendaraan damel usaha kejawi saking tenaganipun  ingkang lumayan kenceng vario 125 kokoh damel asta beban kathah lan irit bbm sanget ipun    ,positive,positive,positive,neutral,neutral,neutral
 fortuner menika mobil ingkang paling gagah lan elegan wonten kelasipun   ,neutral,neutral,positive,neutral,neutral,neutral
 mobil lmpv paling eca  mesin lan handlingipun   .. sayang fituripun   nanggung sanget dereng wonten smartkey ,neutral,positive,neutral,negative,neutral,neutral
 pajero lah ingkang menang soalipun   panjenenganipun hemat amargi solar lan miyos nyaman ,positive,neutral,positive,neutral,neutral,neutral
" beat 2010 inggih menika varian beat paling sae wonten kelasipun   kaliyan tampilan sporty lan aeorodinamis ingkang sae  mila     lincah sanget wonten ratanan sawekdal merangsek wonten kemacetan , malih pilihan warni ugi  desain cocok sanget kagem timur wonten sedaya gender . ",neutral,positive,positive,positive,neutral,neutral
 mobilio estu   paling eca  damel low mpv ,neutral,neutral,positive,neutral,neutral,neutral
 kula miyos remen fortuner dipunbandingaken pajero ,neutral,neutral,negative,neutral,neutral,neutral
 calya sae   elok   irit lan terjangkau ,positive,neutral,neutral,positive,positive,neutral
 xeli lumayan irit bbm 1:9 lebeting kitha ( dereng nate   asta dhateng jawining kitha ) . ,positive,neutral,neutral,neutral,neutral,neutral
 gw sih pilih fortuner amargi enteng menawi wonten ratan awon  ,neutral,neutral,positive,neutral,neutral,neutral
" mobilio oke sanget kaliyan sedayanipun, nanging damel pilihan warnanipun  mboten menarik ",neutral,neutral,positive,negative,neutral,neutral
 jazz tebih miyos praktis dipake menawi dipunbanding brio ,neutral,neutral,negative,neutral,neutral,neutral
 si xexi tarikan oke . plajeng 120 wonten cipularang oke mawon menika . ,neutral,positive,neutral,neutral,neutral,neutral
 awis-awis     loh wonten after sales service ingkang sebagus nissan ,neutral,neutral,neutral,neutral,neutral,positive
 sedayanipun mobil wuling confero s 1.5 l lux+ menika direkomendasikan sanget . ,neutral,neutral,positive,neutral,neutral,neutral
 mesin diesel ingkang paling kondang dumugi dhateng kampung kampung nggih mitsubishi ,neutral,positive,neutral,neutral,neutral,neutral
 berkesan sanget kaliyan avanza amargi reginipun   ingkang mirah dipunbanding kaliyan mobil sekelasipun   ( kula mundhut bekas ) . ,neutral,neutral,neutral,neutral,positive,neutral
 mobilio sae   sanget design bodyipun   ugi  oke sanget ,neutral,neutral,positive,positive,neutral,neutral
 pajero sport mobil supena kula bro kerenipun   mboten wonten ingkang saged ngalahin ,neutral,neutral,positive,neutral,neutral,neutral
 fortuner tampang sih keren tp poweripun   letoy bos ,neutral,negative,neutral,positive,neutral,neutral
 honda beat luar biasa . mesinipun   bandel . mboten nate   mogok sapisana  . ,neutral,positive,positive,neutral,neutral,neutral
" pilihan kula  mboten lepat , terios menika mobil direkomendasikan sanget . ",neutral,neutral,positive,neutral,neutral,neutral
 daihatsu ayla niku ingkang miyos mirah lan irit mah . ,positive,neutral,neutral,neutral,positive,neutral
" sampun 3 warsa kula agem honda vario , nyaman sanget dipunagem lan pastinipun  irit ",positive,neutral,positive,neutral,neutral,neutral
 kaliyan sedayanipun sih vario miyos sae   daripada mio ,neutral,neutral,negative,neutral,neutral,neutral
" kasunyatanipun gps bektan xenianipun  mboten nguciwakaken , peputra remen  . lumayan pinter lah , menawi kula bohongi rutenipun  panjenenganipun tetep saged kalkulasi wangsul rute ingkang kula pundhut . ",neutral,neutral,neutral,positive,neutral,neutral
 mobil honda sedayanipun kagungan papan  penyimpanan ingkang kathah ,neutral,neutral,neutral,positive,neutral,neutral
 dumugi wekdal menika tingkat kenyamanan calya mboten wonten ingkang menandingi . ,neutral,neutral,positive,neutral,neutral,neutral
" kagem ingkang sadinten-dintenipun tansah ngagem kendaraan , motor honda scoopy cocok sanget kagem panjenengan , body ingkang elegan bahan besmi ingkang irit lan motor ingkang nyaman wekdal dikendarai cocok sanget kagem sadayaning kalangan ;) ",positive,neutral,positive,positive,neutral,neutral
 calya menika mobil awon  alon  ugi  kagem menapa dipunpundhut ,neutral,neutral,negative,neutral,neutral,neutral
" pas priksa kala-wau suzuki baleno 2017 menika wonten giias lumayan sanget damel regi  semriku , mirah . ",neutral,neutral,neutral,neutral,positive,neutral
" kula priksa bodi mobilio tipis sanget lan rentan penyok , wonten ratanan kathah ingkang bodinipun  penyok ",neutral,neutral,neutral,negative,neutral,neutral
 jazz miyos bandel menawi dipunbanding brio ,neutral,negative,neutral,neutral,neutral,neutral
" payah niki bengkel mitsubishi pt wicaksana berlian motor , dijanjiin servis sami operatoripun   nanging pas rawuh , bengkelipun   kasunyatanipun libur ",neutral,neutral,neutral,neutral,neutral,negative
 dipundamel bermanuver landhep ugi  taksih tetep oke si honda brio menika ,neutral,positive,neutral,neutral,neutral,neutral
 ingkang pertami li biru dlx+ warsa 2004 axic -1308 . mobil mantep . dipunasta keliling pulo  jawi tanpa wonten masalah . sae-sae   mawon . langkung inggah-inggah asoy ugi  . ,neutral,neutral,positive,neutral,neutral,neutral
 xpander miyos ngagungani kesan gahar saking eksterior . ,neutral,neutral,neutral,positive,neutral,neutral
" cocok sanget brio menika damel dhateng kampus, desain body ingkang alit  mboten damel lebay damel dipunagem mahasiswa ",neutral,neutral,positive,positive,neutral,neutral
 enggal sawulan empun dumugi inden fortuner mantep sanget ,neutral,neutral,neutral,neutral,neutral,positive
 minggah pajero goyangipun   jahat mending minggah inova ,neutral,neutral,positive,neutral,neutral,neutral
 pengalaman berkendaranipun  ngremenaken  sanget agem avanza amargi suwanten mesinipun   ingkang lembat ,neutral,positive,neutral,neutral,neutral,neutral
" agya radi sakedhik nguciwakaken, mboten sae   ",neutral,neutral,negative,neutral,neutral,neutral
 wonten sisi    reginipun   ingkang terjangkau motor matic vario irit bahan besmi lan nyaman kagem dipunagem lebet nindakaken kegiatan sadinten-dinten . ,positive,neutral,positive,neutral,positive,neutral
" kaliyan regi  ingkang cekap ekonomis, style body saking calya kelebet  elegan",neutral,neutral,neutral,positive,positive,neutral
